Bereaved Families of Ontario - Grief and Loss Support Group for Children at Bereaved Families of Ontario - South Central,Bereaved Families of Ontario - Grief and Loss Support Group for Children - Hamilton/Burlington,Bereaved Families of Ontario,293 Wellington Street North,Toronto,L8L 8E7,Canada,Not Available,Not Available,programming@bfo-hamiltonburlington.on.ca,http://www.bfoscr.ca,Children ages 5-13 who have experienced loss or grief.,Free,Registration required,10/2/2014 15:15:00,Grief and Loss Counselling,Mon 9:00am - 2:00pm,,,
Bereaved Families of Ontario - Grief and Loss Support Group for Children at Bereaved Families of Ontario - Southwest Region,Bereaved Families of Ontario - Grief and Loss Support Group for Children - Southwest Region,Bereaved Families of Ontario,571 Wharncliffe Road South,London,N6J 2N6,Canada,Contact for meeting times.,Not Available,bflondon@rogers.com,http://www.bfolondon.ca,Children aged 7-14 who have experienced loss and grief.,Free,Registration Form,10/2/2014 15:18:00,Grief and Loss Counselling,Not Available,,,
Bereaved Families of Ontario - Grief and Loss Support Group for Youth at Bereaved Families of Ontario - Cornwall,Bereaved Families of Ontario - Grief and Loss Support Group for Youth - Cornwall,Bereaved Families of Ontario,216 Montreal Road,Cornwall,K6H 1B4,Canada,Call for appointments.,613-936-1682,bfcornwall@on.aibn.com,http://www.bfocornwall.ca/,Children who are experiencing grief and loss.,Free,Self Referral,10/2/2014 15:29:00,Grief and Loss Counselling,Not Available,,,
Bereaved Families of Ontario - Grief and Loss Support Group for Youth at Bereaved Families of Ontario - South Central,Bereaved Families of Ontario - Grief and Loss Support Group for Youth - Hamilton/Burlington,Bereaved Families of Ontario,293 Wellington Street North,Hamilton,L8L 8E7,Canada,Not Available,Not Available,programming@bfo-hamiltonburlington.on.ca,http://www.bfoscr.ca,Individuals aged 14-19.,Free,Self Referral,10/2/2014 15:31:00,Grief and Loss Counselling,Mon 9:00am - 2:00pm Tue 9:00am - 2:00pm Wed 9:00am - 2:00pm Thu 9:00am - 2:00pm Fri 9:00am - 2:00pm,,,
Bereaved Families of Ontario - Grief and Loss Support Group for Youth at Bereaved Families of Ontario - Southwest Region,Bereaved Families of Ontario - Grief and Loss Support Group for Youth - Southwest Region,Bereaved Families of Ontario,571 Wharncliffe Road South,London,N6J 2N6,Canada,Contact for meeting times.,Not Available,bflondon@rogers.com,http://www.bfolondon.ca,Youths aged 15-23 who are experiencing loss and grief.,Free,Registration required,10/2/2014 15:33:00,Grief and Loss Counselling,Not Available,,,
Bereaved Families of Ontario - Grief and Loss Support Group for Youth at Bereaved Families of Ontario - Ottawa,Bereaved Families of Ontario - Grief and Loss Support Group for Youth - Ottawa,Bereaved Families of Ontario,211 Bronson Avenue,Ottawa,K1R 6H5,Canada,Contact for meeting times.,Not Available,office@bfo-ottawa.org,http://www.bfo-ottawa.org/,Youths experiencing loss and grief.,Free,Registration required,10/2/2014 15:32:00,Grief and Loss Counselling,Not Available,,,
Bereaved Families of Ontario - Grief and Loss Support Group for Youth at Bereaved Families of Ontario - York Region,Bereaved Families of Ontario - Grief and Loss Support for Youth - York Region,Bereaved Families of Ontario,17070 Yonge Street,Newmarket,L3Y 8Z4,Canada,Not Available,905-898-5870,bfoyr@bellnet.ca,www.bfoyr.com,Youths aged 4-18.<br />,Free,Registration required,10/2/2014 15:26:00,Grief and Loss Counselling,Mon 9:00am - 4:00pm Tue 9:00am - 4:00pm Wed 9:00am - 12:00am Thu 9:00am - 4:00pm Fri 9:00am - 4:00pm,,,
Bereaved Families of Ontario - Telephone Support at Bereaved Families of Ontario - Durham Region,Bereaved Families of Ontario - Telephone Support - Durham Region,Bereaved Families of Ontario,1050 Simcoe Street North,Oshawa,L1G 4W5,Canada,Contact for hours of operation.,905-579-7403,admin@bfodurham.net,http://www.bfodurham.net/Home.php,Children youth and adults experiencing grief or loss.,Free,Self Referral,10/2/2014 15:57:00,Grief and Loss Counselling,Not Available,,,
Bereaved Families of Ontario - Telephone Support at Bereaved Families of Ontario - Cornwall,Bereaved Families of Ontario - Telephone Support - Cornwall,Bereaved Families of Ontario,216 Montreal Road,Cornwall,K6H 1B4,Canada,Call to arrange appointments.,613-936-1682,bfcornwall@on.aibn.com,http://bfocornwall.ca/,Individuals who are experiencing loss or grief.,Free,Self Referral,10/2/2014 15:57:00,Grief and Loss Counselling,Not Available,,,
Bereaved Families of Ontario - Grief and Loss Support Group for Children at Bereaved Families of Ontario - Midwestern Region,Bereaved Families of Ontario - Grief and Loss Support Group for Children - Midwestern Region,Bereaved Families of Ontario,PO Box 25017,Kitchener,N2A 4A5,Canada,Call ahead for meeting schedule.,519-603-0198,admin@bfomidwest.org,http://www.bfomidwest.org,Children aged 3-6 who have experienced a loss.,Free,Registration required,10/2/2014 15:38:00,Grief and Loss Counselling,Not Available,,,
Rapport Youth and Family Services - Eclypse Youth Drop-In Centre at Rapport Youth and Family Services - Brampton,Rapport Youth and Family Services - Eclypse Youth Drop-In Centre - Brampton,Rapport Youth and Family Services,83 Kennedy Road South,Brampton,L6W 3P3,Canada,Not Available,905-866-6120,info@rapportyouth.com,www.rapportyouth.com,Youth 12-24 years old,Free,Drop-In,12/3/2014 7:42:00,Community Mental Health Agencies Individual Counselling Substance Use Disorder Counselling,Tue 3:30pm - 7:00pm Wed 3:30pm - 7:00pm Thu 3:30pm - 7:00pm Fri 3:30pm - 7:00pm,,,
Rapport Youth and Family Services - Eclypse Youth Drop-In Centre at Rapport Youth and Family Services - Bramalea,Rapport Youth and Family Services - Eclypse Youth Drop-In Centre - Bramalea,Rapport Youth and Family Services,60 West Drive,Brampton,L6T 3T6,Canada,Not Available,905-790-7730,info@rapportyouth.com,www.rapportyouth.com,Youth 12-24 years old,Free,Drop-In,12/3/2014 7:42:00,Community Mental Health Agencies Individual Counselling Substance Use Disorder Counselling,Mon 1:00pm - 8:00pm Tue 1:00pm - 8:00pm Wed 1:00pm - 8:00pm Thu 1:00pm - 8:00pm Fri 1:00pm - 8:00pm,,,
Point in Time Centre for Children Youth and Parents - Counselling Services at Point in Time Centre for Children Youth and Families - Haliburton,Point in Time Centre for Children Youth and Parents - Counselling Services - Haliburton,Point in Time Centre for Children Youth and Parents,69 Eastern Avenue,Cambray,K0M 2T0,Canada,Not Available,705-286-2191,info@pointintime.ca,http://www.pointintime.ca,Youth 12 to 18 years old,Free,Self Referral,3/4/2014 9:17:00,Community Mental Health Agencies,Mon 9:00am - 5:00pm Tue 9:00am - 5:00pm Wed 9:00am - 5:00pm Thu 9:00am - 5:00pm Fri 9:00am - 5:00pm,,,
Point in Time Centre for Children Youth and Parents - Counselling Services at Point in Time Centre for Children Youth and Parents - Minden,Point in Time Centre for Children Youth and Parents - Counselling Services - Minden,Point in Time Centre for Children Youth and Parents,114 Bobcaygeon Road,Minden,K0M 2K0,Canada,Not Available,705-457-5345,info@pointintime.ca,http://www.pointintime.ca,Youth 12 to 18 years old,Free,Self Referral,3/4/2014 9:17:00,Community Mental Health Agencies,Mon 9:00am - 5:00pm Tue 9:00am - 5:00pm Wed 9:00am - 5:00pm Thu 9:00am - 5:00pm Fri 9:00am - 5:00pm,,,
Northumberland Community Counselling Centre - Community Counselling Program at Northumberland Community Counselling Centre - Cobourg,Northumberland Community Counselling Centre - Community Counselling Program - Cobourg,Northumberland Community Counselling Centre,12 Elgin Street East,Cobourg,K9A 0C5,Canada,evening appointments can be arranged,Not Available,info@northumberlandccc.com,http://www.northumberlandccc.com,Children youth and adults in Northumberland County,Free,Self Referral and Parental/Guardian Referral Required for youth under age 12.,4/4/2014 9:17:00,Community Mental Health Agencies Individual Counselling Family Counselling,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Wellkin Child and Youth Mental Wellness - Counselling Services at Wellkin Child and Youth Mental Wellness - Ingersoll,Oxford-Elgin Child and Youth Centre - Counselling Services - Ingersoll,Wellkin Child and Youth Mental Wellness,121 Thames Street North,Ingersoll,N5C 3C9,Canada,Not Available,Not Available,awawrzusiak@ocyc.on.ca,http://www.ocyc.on.ca,Children and youth 18 years and younger.,Free,Self Referral,9/4/2014 9:47:00,Community Mental Health Agencies Individual Counselling Family Counselling,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:00pm,,,
Wellkin Child and Youth Mental Wellness - Counselling Services at Wellkin Child and Youth Mental Wellness - Tillsonburg,Oxford-Elgin Child and Youth Centre - Counselling Services - Tillsonburg,Wellkin Child and Youth Mental Wellness,1 Library Lane,Tillsonburg,N4G 4W3,Canada,Not Available,Not Available,awawrzusiak@ocyc.on.ca,http://www.ocyc.on.ca,Children and youth 18 years and younger.,Free,Self Referral,9/4/2014 9:47:00,Community Mental Health Agencies Individual Counselling Family Counselling,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:00pm,,,
Pathstone Mental Health - Family Intervention at Pathstone Mental Health - Merrittville,Pathstone Mental Health - Family Intervention - Merrittville,Pathstone Mental Health,1604 Merrittville Highway,Welland,L3B 5N5,Canada,Not Available,Not Available,office@pathstone.ca,http://www.pathstonementalhealth.ca,Children and youth 18 years and younger.,Free,Professional (non-medical) Referral Required,16/04/2014 9:07,Community Mental Health Agencies,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Pathstone Mental Health - Family Intervention at Pathstone Mental Health - Thorold,Pathstone Mental Health - Family Intervention - Thorold,Pathstone Mental Health,3340 Schmon Parkway,St Catharines,L2V 4Y6,Canada,Not Available,Not Available,office@pathstone.ca,http://www.pathstonementalhealth.ca,Children and youth 18 years and younger.,Free,Professional (non-medical) Referral Required,16/04/2014 9:07,Community Mental Health Agencies,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Firefly - Child and Family Intervention at Firefly - Atikokan,Firefly - Child and Family Intervention - Atikokan,Firefly,PO Box 2309,Atikokan,P0T 1C0,Canada,Not Available,807-274-0482,ahendy@fireflynw.ca,http://www.fireflynw.ca/,Children and youth 6-17,Free,Parental/Guardian Referral Required,28/04/2014 11:53,Community Mental Health Agencies,Mon 9:00am - 5:00pm Tue 9:00am - 5:00pm Wed 9:00am - 5:00pm Thu 9:00am - 5:00pm Fri 9:00am - 5:00pm,,,
Firefly - Child and Family Intervention at Firefly - Fort Frances,Firefly - Child and Family Intervention - Fort Frances,Firefly,240 First Street East,Fort Frances,P9A 1K5,Canada,Not Available,807-274-0482,ahendy@fireflynw.ca,http://www.fireflynw.ca/,Children and youth 6-17 who are experiencing social emotional or behavioral difficulties,Free,Parental/Guardian Referral Required,28/04/2014 11:53,Community Mental Health Agencies,Mon 9:00am - 5:00pm Tue 9:00am - 5:00pm Wed 9:00am - 5:00pm Thu 9:00am - 5:00pm Fri 9:00am - 5:00pm,,,
Firefly - Child and Family Intervention at Firefly - Dryden,Firefly - Child and Family Intervention - Dryden,Firefly,75C Van Horne Avenue,Fort Frances,Not Available,Canada,Not Available,807-274-0482,ahendy@fireflynw.ca,http://www.fireflynw.ca/,Children and youth 6-17 who are experiencing social emotional or behavioral difficulties,Free,Parental/Guardian Referral Required,28/04/2014 11:54,Community Mental Health Agencies,Mon 9:00am - 5:00pm Tue 9:00am - 5:00pm Wed 9:00am - 5:00pm Thu 9:00am - 5:00pm Fri 9:00am - 5:00pm,,,
Firefly - Child and Family Intervention at Firefly - Kenora,Firefly - Child and Family Intervention - Kenora,Firefly,820 Lakeview Drive,Kenora,P9N 3P7,Canada,Not Available,807-274-0482,ahendy@fireflynw.ca,http://www.fireflynw.ca/,Children and youth 6-17 who are experiencing social emotional or behavioral difficulties,Free,Parental/Guardian Referral Required,28/04/2014 11:54,Community Mental Health Agencies,Mon 9:00am - 5:00pm Tue 9:00am - 5:00pm Wed 9:00am - 5:00pm Thu 9:00am - 5:00pm Fri 9:00am - 5:00pm,,,
Firefly - Child and Family Intervention at Firefly - Red Lake,Firefly - Child and Family Intervention - Red Lake,Firefly,201 Howey Street,Red Lake,P0V 2M0,Canada,Not Available,807-274-0482,ahendy@fireflynw.ca,http://www.fireflynw.ca/,Children and youth 6-17 who are experiencing social emotional or behavioral difficulties,Free,Parental/Guardian Referral Required,28/04/2014 11:54,Community Mental Health Agencies,Mon 9:00am - 5:00pm Tue 9:00am - 5:00pm Wed 9:00am - 5:00pm Thu 9:00am - 5:00pm Fri 9:00am - 5:00pm,,,
Firefly - Child and Family Intervention at Firefly - Sioux Lookout,Firefly - Child and Family Intervention - Sioux Lookout,Firefly,68 Princess Street,Sioux Lookout,P8T 1H4,Canada,Not Available,807-274-0482,ahendy@fireflynw.ca,http://www.fireflynw.ca/,Children and youth 6-17 who are experiencing social emotional or behavioral difficulties,Free,Parental/Guardian Referral Required,28/04/2014 11:54,Community Mental Health Agencies,Mon 9:00am - 5:00pm Tue 9:00am - 5:00pm Wed 9:00am - 5:00pm Thu 9:00am - 5:00pm Fri 9:00am - 5:00pm,,,
Southwest Ontario Aboriginal Health Centre - Mental Health Program at Southwest Ontario Aboriginal Health Access Centre - Chippewa,Southwest Ontario Aboriginal Health Centre - Mental Health Program - Chippewa,Southwest Ontario Aboriginal Health Access Centre,77 Anishinaabeg Drive,Muncey,N0L 1Y0,Canada,Not Available,519-289-0355,ebeeswax@soahac.on.ca,http://www.soahac.on.ca/?page=programs&prog=mh&sub=det,For First Nations Metis Inuit community. For ages 8 years and older.,Free,Self Referral,28/04/2014 16:14,Community Mental Health Agencies Individual Counselling,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Algoma Family Services - AFS Intake and Assessment Services at Algoma Family Services - East Algoma Office,Algoma Family Services - AFS Intake and Assessment Services - East Algoma Office,Algoma Family Services,31 Manitoba Street,Elliot Lake,P5A 2A7,Canada,Office closed for lunch 12:00pm-1:00pm.,705-848-1078,nevans@algomafamilyservices.org,http://www.algomafamilyservices.org/index.php?g=31925,Children and youth 0-17 from Sault Ste. Marie and the District of Algoma.,Free,Assessment Required,29/04/2014 10:18,Community Mental Health Agencies Individual Counselling,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Algoma Family Services - AFS Intake and Assessment Services at Algoma Family Services - Head Office,Algoma Family Services - AFS Intake and Assessment Services - Head Office,Algoma Family Services,205 Mcnabb Street,Sault Ste Marie,P6B 1Y3,Canada,Not Available,705-942-9273,nevans@algomafamilyservices.org,http://www.algomafamilyservices.org,Children and youth 6-18 from Sault Ste. Marie and the District of Algoma.,Free,Assessment Required,29/04/2014 10:18,Community Mental Health Agencies Individual Counselling,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Algoma Family Services - AFS Intake and Assessment Services at Algoma Family Services - North Algoma Office,Algoma Family Services - AFS Intake and Assessment Services - North Algoma Office,Algoma Family Services,26 Ste. Marie Road,Wawa,P0S 1K0,Canada,closed for lunch 12:00pm-1:00pm,705-856-1046,nevans@algomafamilyservices.org,http://www.algomafamilyservices.org,Children and youth 6-17 from Sault Ste. Marie and the District of Algoma.,Free,Assessment Required,29/04/2014 10:18,Community Mental Health Agencies Individual Counselling,Mon 9:00am - 5:00pm Tue 9:00am - 5:00pm Wed 9:00am - 5:00pm Thu 9:00am - 5:00pm Fri 9:00am - 5:00pm,,,
Algoma Family Services - AFS Intake and Assessment Services at Algoma Family Services - Sault Ste Marie,Algoma Family Services - AFS Intake and Assessment Services - Sault Ste Marie,Algoma Family Services,875 Queen Street East,Sault Ste Marie,P6A 2B3,Canada,Not Available,705-942-9273,nevans@algomafamilyservices.org,http://www.algomafamilyservices.org,Children and youth 6-18 from Sault Ste. Marie and the District of Algoma.,Free,Assessment Required,29/04/2014 10:18,Community Mental Health Agencies Individual Counselling,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Jewish Family and Child - Family Services and Counselling at Jewish Family and Child - Jerome D. Diamond Adolescent Centre,Jewish Family & Child - Family Services and Counselling - Jerome D. Diamond Adolescent Centre,Jewish Family and Child,196 Keewatin Avenue,Toronto,M4P 1Z8,Canada,Not Available,416-482-3014,info@jfandcs.com,http://www.jfandcs.com,Adolescents aged 12-17 and their families,Cost for Service - inquire for more information,Appointment Required,30/04/2014 15:29,Community Mental Health Agencies Family Counselling Individual Counselling,Mon 9:00am - 5:00pm Tue 9:00am - 8:00pm Wed 9:00am - 8:00pm Thu 9:00am - 5:00pm Fri 9:00am - 4:00pm,,,
Jewish Family and Child - Family Services and Counselling at Jewish Family and Child - Central Office,Jewish Family & Child - Family Services and Counselling - Central,Jewish Family and Child,4600 Bathurst Street,North York,M2R 3V3,Canada,Not Available,416-638-7943,info@jfandcs.com,http://www.jfandcs.com,Adolescents aged 18 and younger,Sliding Scale,Appointment Required,30/04/2014 15:40,Community Mental Health Agencies Individual Counselling Family Counselling,Mon 9:00am - 5:00pm Tue 9:00am - 5:00pm Wed 9:00am - 5:00pm Thu 9:00am - 5:00pm Fri 9:00am - 4:00pm,,,
Maltby Centre - Community Site Services at Maltby Centre - Kingston,Maltby Centre - Community Site Services - Kingston,Maltby Centre,1201 Division Street,Kingston,K7K 6X4,Canada,Not Available,613-546-3881,nseale@maltbycentre.ca,http://www.maltbycentre.ca,Ages 0-18 residents of Frontenac Lennox and Addington counties.,Free,Self Referral,30/04/2014 15:43,Community Mental Health Agencies Family Counselling Individual Counselling Group Counselling,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Maltby Centre - Community Site Services at Maltby Centre - Sharbot Lake,Maltby Centre- Community Site Services - Sharbot Lake,Maltby Centre,1004 Art Duffy Rd,Sharbot Lake,K0H 2P0,Canada,Not Available,613-376-6794,nseale@maltbycentre.ca,http://www.maltbycentre.ca,Ages 0-18 residents of Frontenac Lennox and Addington counties.,Free,Self Referral,30/04/2014 15:43,Community Mental Health Agencies Family Counselling Individual Counselling Group Counselling,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Maltby Centre - Community Site Services at Maltby Centre - Sydenham,Maltby Centre - Community Site Services - Sydenham,Maltby Centre,4365 Mill Street,Sydenham,K0H 2T0,Canada,Not Available,613-546-3881,nseale@maltbycentre.ca,http://www.maltbycentre.ca,Ages 0-18 residents of Frontenac Lennox and Addington counties.,Free,Self Referral,30/04/2014 15:43,Community Mental Health Agencies Family Counselling Individual Counselling Group Counselling,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Maltby Centre - Community Site Services at Maltby Centre - Amherstview,Maltby Centre - Community Site Services - Amherstview,Maltby Centre,18 Manitou Crescent West,Amherstview,K7N 1S3,Canada,Not Available,613-634-6547,nseale@maltbycentre.ca,http://www.maltbycentre.ca,Ages 0-18 residents of Frontenac Lennox and Addington counties.,Free,Self Referral,30/04/2014 15:43,Community Mental Health Agencies Family Counselling Individual Counselling Group Counselling,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Maltby Centre - Community Site Services at Maltby Centre - Napanee,Maltby Centre - Community Site Services - Napanee,Maltby Centre,99 Advance Avenue,Napanee,K7R 3Y5,Canada,Not Available,613-354-1372,nseale@maltbycentre.ca,http://www.maltbycentre.ca,Ages 0-18 residents of Frontenac Lennox and Addington counties.,Free,Self Referral,30/04/2014 15:43,Community Mental Health Agencies Group Counselling Individual Counselling Family Counselling,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Family Services York Region - Youth Counselling at Family Services York Region - Georgina Office,Family Services York Region - Youth Counselling - Georgina Office,Family Services York Region,Not Available,Not Available,Not Available,Canada,Not Available,905-476-6601,Not Available,http://www.fsyr.ca/services,Anyone in the York Region,Cost for Service - Sliding Scale,Self Referral,1/5/2014 16:15:00,Community Mental Health Agencies Individual Counselling,Mon 8:30am - 6:00pm Tue 9:00am - 9:00pm Wed 9:00am - 9:00pm Thu 9:00am - 9:00pm Fri 9:00am - 3:00pm,,,
Family Services York Region - Youth Counselling at Family Services York Region - Markham,Family Services York Region - Youth Counselling - Markham,Family Services York Region,4261 Highway 7,Markham,L3R 9W6,Canada,Not Available,905-415-9706,Not Available,http://www.fsyr.ca/services,Anyone in the York Region,Cost for Service - Sliding Scale,Self Referral,1/5/2014 16:15:00,Community Mental Health Agencies Individual Counselling,Mon 8:30am - 9:00pm Tue 8:30am - 9:00pm Wed 8:30am - 9:00pm Thu 8:30am - 9:00pm Fri 8:30am - 9:00pm,,,
Family Services York Region - Youth Counselling at Family Services York Region - Richmond Hill - Bayview Avenue,Family Services York Region - Youth Counselling - Richmond Hill - Bayview Avenue,Family Services York Region,10610 Bayview Aveune,Richmond Hill,L4C 3N8,Canada,Not Available,905-883-6575,Not Available,http://www.fsyr.ca/services,Anyone in the York Region,Cost for Service - Sliding Scale,Self Referral,1/5/2014 16:15:00,Community Mental Health Agencies Individual Counselling,Mon 8:30am - 7:00pm Tue 8:30am - 9:00pm Wed 8:30am - 9:00pm Thu 8:30am - 9:00pm Fri 8:30am - 7:00pm,,,
Kenora-Rainy River Districts Child and Family Services - Child & Youth Mental Health at Kenora-Rainy River Districts Child and Family Services - Atikokan,Kenora-Rainy River Districts Child and Family Services - Child & Youth Mental Health - Atikokan,Kenora-Rainy River Districts Child and Family Services,PO Box 2050,Atikokan,P0T 1C0,Canada,Not Available,807-597-6920,info@krrcfs.ca,http://www.krrcfs.ca/clinical-community-services/childrens-mental-health/,Children and youth ages 18 and younger and their families.,Free,Appointment Required,6/5/2014 10:22:00,Community Mental Health Agencies Group Counselling Individual Counselling Family Counselling,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
